repo_full_name,repo_url,repo_stars,repo_language,issues,median_ttc_days,avg_comments
nextcloud/neon,https://github.com/nextcloud/neon,164,Dart,2,5.773055555555556,1.0
yogstation13/Yogstation,https://github.com/yogstation13/Yogstation,146,DM,2,3.0192361111111112,0.0
input-output-hk/mithril,https://github.com/input-output-hk/mithril,140,Rust,2,14.97342013888889,0.0
PolicyEngine/policyengine-us,https://github.com/PolicyEngine/policyengine-us,119,Python,2,1.5887094907407409,1.5
ni/nimi-python,https://github.com/ni/nimi-python,119,Python,2,1254.6828819444445,1.5
qkniep/alpenglow,https://github.com/qkniep/alpenglow,112,Rust,2,6.5287442129629625,0.5
carbon-design-system/ibm-products,https://github.com/carbon-design-system/ibm-products,111,JavaScript,2,3.9697222222222224,1.0
fityannugroho/idn-area,https://github.com/fityannugroho/idn-area,111,TypeScript,2,7.349612268518519,0.0
Embucket/embucket,https://github.com/Embucket/embucket,100,Rust,2,6.618246527777778,3.0
block/ftl,https://github.com/block/ftl,89,Go,2,47.84897569444445,1.0
RamenDR/ramen,https://github.com/RamenDR/ramen,88,Go,2,141.9720196759259,0.5
Qiskit/qiskit-ibm-provider,https://github.com/Qiskit/qiskit-ibm-provider,82,Python,2,182.40597222222223,3.0
TestCentric/TestCentricRunner,https://github.com/TestCentric/TestCentricRunner,68,C#,2,62.46771412037037,6.0
NOAA-OWP/hydrotools,https://github.com/NOAA-OWP/hydrotools,60,Python,2,12.990590277777779,2.5
opensafely-core/opencodelists,https://github.com/opensafely-core/opencodelists,57,Python,2,30.012997685185187,2.5
0xMiden/miden-client,https://github.com/0xMiden/miden-client,55,Rust,2,15.50839699074074,2.5
kamping-site/kamping,https://github.com/kamping-site/kamping,55,C++,2,105.99089699074074,4.0
open-formulieren/open-forms,https://github.com/open-formulieren/open-forms,49,Python,2,1.402934027777778,0.5
open-zaak/open-zaak,https://github.com/open-zaak/open-zaak,43,Python,2,88.95664930555556,1.5
KStocky/ShaderTestFramework,https://github.com/KStocky/ShaderTestFramework,39,C++,2,138.57336805555556,1.0
deephaven/web-client-ui,https://github.com/deephaven/web-client-ui,39,TypeScript,2,87.85180555555556,1.0
digitalfabrik/entitlementcard,https://github.com/digitalfabrik/entitlementcard,39,TypeScript,2,20.672332175925927,1.5
visualize-admin/visualization-tool,https://github.com/visualize-admin/visualization-tool,37,TypeScript,2,64.16028935185184,0.0
Deltares/imod-python,https://github.com/Deltares/imod-python,32,Python,2,10.432089120370371,0.0
msupply-foundation/open-msupply,https://github.com/msupply-foundation/open-msupply,32,Rust,2,71.19173611111111,6.5
AI4quantum/maestro,https://github.com/AI4quantum/maestro,29,Python,2,4.909554398148147,6.5
MESMER-group/mesmer,https://github.com/MESMER-group/mesmer,28,Python,2,7.524861111111111,4.0
nuts-foundation/nuts-node,https://github.com/nuts-foundation/nuts-node,27,Go,2,132.56971064814815,1.0
NRLMMD-GEOIPS/geoips,https://github.com/NRLMMD-GEOIPS/geoips,26,Python,2,209.25820023148148,2.0
csarofeen/pytorch,https://github.com/csarofeen/pytorch,26,C++,2,60.57063078703703,7.5
Granola-Team/mina-indexer,https://github.com/Granola-Team/mina-indexer,22,Rust,2,7.3859664351851855,1.0
bluesky/ophyd-async,https://github.com/bluesky/ophyd-async,20,Python,2,76.94861689814815,5.0
CWorthy-ocean/roms-tools,https://github.com/CWorthy-ocean/roms-tools,18,Python,2,4.892384259259259,3.5
ai-on-browser/ai-on-browser.github.io,https://github.com/ai-on-browser/ai-on-browser.github.io,18,JavaScript,2,6.409739583333334,0.0
SuffolkLITLab/ALKiln,https://github.com/SuffolkLITLab/ALKiln,17,JavaScript,2,8.002118055555556,3.0
OpenFn/adaptors,https://github.com/OpenFn/adaptors,15,JavaScript,2,8.460491898148149,12.5
fractal-analytics-platform/fractal-server,https://github.com/fractal-analytics-platform/fractal-server,15,Python,2,2.1264583333333333,5.0
JohnnyIrvin/shell-craft,https://github.com/JohnnyIrvin/shell-craft,12,Python,2,2.8147800925925925,0.0
jim60105/subx-cli,https://github.com/jim60105/subx-cli,12,Rust,2,0.07305555555555555,0.0
pyroteus/pyroteus,https://github.com/pyroteus/pyroteus,12,Python,2,24.893640046296298,0.0
gyrinx-app/gyrinx,https://github.com/gyrinx-app/gyrinx,11,Python,2,1.0110300925925926,3.0
zephyrproject-rtos/twister,https://github.com/zephyrproject-rtos/twister,10,Python,2,5.147245370370371,1.5
baleen37/dotfiles,https://github.com/baleen37/dotfiles,9,Shell,2,2.6057233796296293,1.5
apstndb/spanner-mycli,https://github.com/apstndb/spanner-mycli,8,Go,2,1.3795833333333334,0.5
furrer-lab/abn,https://github.com/furrer-lab/abn,8,R,2,119.55601273148147,4.0
MaibornWolff/metric-gardener,https://github.com/MaibornWolff/metric-gardener,7,TypeScript,2,50.497569444444444,4.0
DiamondLightSource/hyperion,https://github.com/DiamondLightSource/hyperion,6,Python,2,4.536649305555556,2.0
sillsdev/languageforge-lexbox,https://github.com/sillsdev/languageforge-lexbox,6,C#,2,21.893159722222222,5.5
voedger/voedger,https://github.com/voedger/voedger,6,Go,2,4.483136574074074,0.0
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,428779,TypeScript,1,9.0478125,2.0
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,191778,C++,1,254.68020833333333,10.0
huggingface/transformers,https://github.com/huggingface/transformers,150168,Python,1,1.3980208333333333,2.0
vercel/next.js,https://github.com/vercel/next.js,134640,JavaScript,1,110.82177083333333,9.0
electron/electron,https://github.com/electron/electron,118406,C++,1,84.819375,10.0
langgenius/dify,https://github.com/langgenius/dify,114833,TypeScript,1,0.9540277777777778,0.0
open-webui/open-webui,https://github.com/open-webui/open-webui,110783,JavaScript,1,82.41052083333334,31.0
microsoft/TypeScript,https://github.com/microsoft/TypeScript,106117,TypeScript,1,27.272164351851853,2.0
neovim/neovim,https://github.com/neovim/neovim,92955,Vim Script,1,4.14693287037037,30.0
storybookjs/storybook,https://github.com/storybookjs/storybook,87801,TypeScript,1,6.876134259259259,4.0
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,86860,C++,1,0.5601157407407408,6.0
opencv/opencv,https://github.com/opencv/opencv,84245,C++,1,3.2297685185185183,5.0
home-assistant/core,https://github.com/home-assistant/core,81525,Python,1,3.541585648148148,3.0
google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,76360,TypeScript,1,23.075914351851853,2.0
netdata/netdata,https://github.com/netdata/netdata,75993,C,1,1.1579050925925927,9.0
redis/redis,https://github.com/redis/redis,70968,C,1,2.939085648148148,3.0
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,69140,C++,1,17.585231481481483,5.0
localsend/localsend,https://github.com/localsend/localsend,67887,Dart,1,32.37284722222222,3.0
ansible/ansible,https://github.com/ansible/ansible,66525,Python,1,271.13287037037037,1.0
zed-industries/zed,https://github.com/zed-industries/zed,66218,Rust,1,78.64347222222223,2.0
lobehub/lobe-chat,https://github.com/lobehub/lobe-chat,65815,TypeScript,1,4.069814814814815,25.0
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,63434,Python,1,221.8842361111111,25.0
FuelLabs/sway,https://github.com/FuelLabs/sway,62129,Rust,1,63.86184027777778,8.0
prometheus/prometheus,https://github.com/prometheus/prometheus,60509,Go,1,90.01474537037036,3.0
alacritty/alacritty,https://github.com/alacritty/alacritty,60413,Rust,1,1908.2116550925925,81.0
vllm-project/vllm,https://github.com/vllm-project/vllm,58807,Python,1,0.7894791666666666,10.0
nuxt/nuxt,https://github.com/nuxt/nuxt,58252,TypeScript,1,30.991215277777776,83.0
ultralytics/yolov5,https://github.com/ultralytics/yolov5,55449,Python,1,43.80056712962963,17.0
mozilla/pdf.js,https://github.com/mozilla/pdf.js,51891,JavaScript,1,6.94474537037037,2.0
laurent22/joplin,https://github.com/laurent22/joplin,51497,TypeScript,1,99.08719907407408,0.0
cline/cline,https://github.com/cline/cline,50735,TypeScript,1,32.27565972222222,5.0
etcd-io/etcd,https://github.com/etcd-io/etcd,50391,Go,1,60.85753472222222,5.0
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,48423,C++,1,191.6444675925926,0.0
TanStack/query,https://github.com/TanStack/query,46739,TypeScript,1,20.479872685185185,26.0
hashicorp/terraform,https://github.com/hashicorp/terraform,46643,Go,1,4.583819444444444,6.0
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,45974,Python,1,338.7732291666667,21.0
prisma/prisma,https://github.com/prisma/prisma,43859,TypeScript,1,1199.5450347222222,20.0
grpc/grpc,https://github.com/grpc/grpc,43696,C++,1,282.75501157407405,4.0
expo/expo,https://github.com/expo/expo,43620,TypeScript,1,11.14320601851852,11.0
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,43589,C#,1,86.79790509259259,30.0
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,42868,Python,1,0.25667824074074075,2.0
apache/airflow,https://github.com/apache/airflow,42537,Python,1,6.330266203703704,7.0
streamlit/streamlit,https://github.com/streamlit/streamlit,41505,Python,1,133.76628472222222,13.0
cli/cli,https://github.com/cli/cli,40784,Go,1,23.28886574074074,1.0
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,40633,Python,1,11.004444444444445,0.0
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,40197,Python,1,3.7955208333333332,6.0
gradio-app/gradio,https://github.com/gradio-app/gradio,39996,Python,1,21.13309027777778,11.0
vim/vim,https://github.com/vim/vim,38970,Vim Script,1,0.20756944444444445,3.0
calcom/cal.com,https://github.com/calcom/cal.com,38119,TypeScript,1,10.338530092592592,1.0
istio/istio,https://github.com/istio/istio,37315,Go,1,902.3490162037037,12.0
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,37115,C#,1,450.9193287037037,0.0
nushell/nushell,https://github.com/nushell/nushell,36512,Rust,1,543.7958333333333,8.0
llvm/llvm-project,https://github.com/llvm/llvm-project,34547,LLVM,1,1.1069791666666666,1.0
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,33275,Java,1,0.04268518518518519,9.0
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,33082,C++,1,12.757685185185185,40.0
pnpm/pnpm,https://github.com/pnpm/pnpm,32734,TypeScript,1,260.65907407407406,8.0
jqlang/jq,https://github.com/jqlang/jq,32630,C,1,67.3994212962963,6.0
explosion/spaCy,https://github.com/explosion/spaCy,32523,Python,1,42.76922453703704,10.0
backstage/backstage,https://github.com/backstage/backstage,31434,TypeScript,1,6.7255671296296295,5.0
Textualize/textual,https://github.com/Textualize/textual,31131,Python,1,7.127627314814815,1.0
huggingface/diffusers,https://github.com/huggingface/diffusers,30860,Python,1,31.853136574074075,14.0
symfony/symfony,https://github.com/symfony/symfony,30589,PHP,1,766.9329976851852,14.0
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,30168,Python,1,29.52377314814815,2.0
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,30158,Python,1,53.338622685185186,11.0
surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,30087,Rust,1,9.483148148148148,0.0
mantinedev/mantine,https://github.com/mantinedev/mantine,29706,TypeScript,1,3.468634259259259,2.0
refined-github/refined-github,https://github.com/refined-github/refined-github,29282,TypeScript,1,118.37725694444444,30.0
AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia,28747,C#,1,78.03052083333333,13.0
nrwl/nx,https://github.com/nrwl/nx,27083,TypeScript,1,443.6026851851852,19.0
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,26621,Python,1,674.5296064814814,5.0
opentofu/opentofu,https://github.com/opentofu/opentofu,26575,Go,1,26.029849537037038,1.0
argotorg/solidity,https://github.com/argotorg/solidity,25170,C++,1,25.82318287037037,0.0
OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,24895,Java,1,21.288194444444443,0.0
sst/opencode,https://github.com/sst/opencode,24783,TypeScript,1,46.00001157407407,29.0
abiosoft/colima,https://github.com/abiosoft/colima,24701,Go,1,0.026030092592592594,2.0
bazelbuild/bazel,https://github.com/bazelbuild/bazel,24588,Java,1,0.4962152777777778,4.0
apache/skywalking,https://github.com/apache/skywalking,24531,Java,1,40.33144675925926,1.0
plotly/dash,https://github.com/plotly/dash,24092,Python,1,7.176064814814815,2.0
remotion-dev/remotion,https://github.com/remotion-dev/remotion,24016,TypeScript,1,671.2300810185185,0.0
chroma-core/chroma,https://github.com/chroma-core/chroma,23517,Rust,1,0.5536226851851852,2.0
valkey-io/valkey,https://github.com/valkey-io/valkey,23022,C,1,15.52425925925926,6.0
huggingface/smolagents,https://github.com/huggingface/smolagents,22986,Python,1,0.034895833333333334,0.0
grpc/grpc-go,https://github.com/grpc/grpc-go,22383,Go,1,246.1607175925926,4.0
jaegertracing/jaeger,https://github.com/jaegertracing/jaeger,21898,Go,1,18.509363425925926,1.0
matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,21722,Python,1,34.96737268518518,6.0
QwikDev/qwik,https://github.com/QwikDev/qwik,21676,TypeScript,1,3.6858912037037035,0.0
lvgl/lvgl,https://github.com/lvgl/lvgl,21459,C,1,3.555138888888889,4.0
kestra-io/kestra,https://github.com/kestra-io/kestra,21250,Java,1,9.151168981481481,2.0
avajs/ava,https://github.com/avajs/ava,20830,JavaScript,1,959.9566435185185,27.0
RustPython/RustPython,https://github.com/RustPython/RustPython,20546,Rust,1,226.36993055555556,0.0
jj-vcs/jj,https://github.com/jj-vcs/jj,20469,Rust,1,4.830439814814815,17.0
vitessio/vitess,https://github.com/vitessio/vitess,20156,Go,1,6.943194444444444,0.0
bokeh/bokeh,https://github.com/bokeh/bokeh,20100,TypeScript,1,12.00710648148148,1.0
wasmerio/wasmer,https://github.com/wasmerio/wasmer,20033,Rust,1,530.0650231481482,4.0
RooCodeInc/Roo-Code,https://github.com/RooCodeInc/Roo-Code,19822,TypeScript,1,3.1646875,4.0
apollographql/apollo-client,https://github.com/apollographql/apollo-client,19635,TypeScript,1,35.070532407407406,1.0
airbytehq/airbyte,https://github.com/airbytehq/airbyte,19631,Python,1,306.7335185185185,6.0
grpc-ecosystem/grpc-gateway,https://github.com/grpc-ecosystem/grpc-gateway,19571,Go,1,2.054236111111111,0.0
jdx/mise,https://github.com/jdx/mise,19490,Rust,1,20.269479166666667,1.0
containerd/containerd,https://github.com/containerd/containerd,19309,Go,1,7.208506944444444,2.0
xtermjs/xterm.js,https://github.com/xtermjs/xterm.js,19140,TypeScript,1,0.05780092592592593,2.0
HigherOrderCO/Bend,https://github.com/HigherOrderCO/Bend,19008,Rust,1,49.69630787037037,13.0
modelcontextprotocol/python-sdk,https://github.com/modelcontextprotocol/python-sdk,18722,Python,1,8.950763888888888,1.0
Avaiga/taipy,https://github.com/Avaiga/taipy,18711,Python,1,2.770474537037037,0.0
netbox-community/netbox,https://github.com/netbox-community/netbox,18679,Python,1,3.147638888888889,7.0
nats-io/nats-server,https://github.com/nats-io/nats-server,18269,Go,1,13.908483796296297,12.0
Orange-OpenSource/hurl,https://github.com/Orange-OpenSource/hurl,17734,Rust,1,1249.5484143518518,17.0
SWE-agent/SWE-agent,https://github.com/SWE-agent/SWE-agent,17430,Python,1,16.229502314814816,3.0
nim-lang/Nim,https://github.com/nim-lang/Nim,17351,Nim,1,457.7035069444444,1.0
ppy/osu,https://github.com/ppy/osu,17255,C#,1,0.1744212962962963,0.0
graphql/graphiql,https://github.com/graphql/graphiql,16643,TypeScript,1,0.29846064814814816,4.0
networkx/networkx,https://github.com/networkx/networkx,16194,Python,1,15.237280092592593,2.0
hashicorp/nomad,https://github.com/hashicorp/nomad,15812,Go,1,5.207928240740741,13.0
apple/foundationdb,https://github.com/apple/foundationdb,15711,C++,1,21.17476851851852,0.0
huggingface/trl,https://github.com/huggingface/trl,15634,Python,1,0.8301273148148148,9.0
GoogleContainerTools/skaffold,https://github.com/GoogleContainerTools/skaffold,15527,Go,1,475.39005787037036,2.0
gfx-rs/wgpu,https://github.com/gfx-rs/wgpu,15147,Rust,1,21.679201388888888,9.0
termux/termux-packages,https://github.com/termux/termux-packages,14889,Shell,1,0.3160648148148148,10.0
jupyterlab/jupyterlab,https://github.com/jupyterlab/jupyterlab,14816,TypeScript,1,36.01394675925926,3.0
zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,14142,Java,1,2.287650462962963,1.0
App-vNext/Polly,https://github.com/App-vNext/Polly,13968,C#,1,2.273576388888889,4.0
zauberzeug/nicegui,https://github.com/zauberzeug/nicegui,13938,Python,1,3.8614930555555556,23.0
phpstan/phpstan,https://github.com/phpstan/phpstan,13621,PHP,1,0.2530787037037037,5.0
fluent/fluentd,https://github.com/fluent/fluentd,13323,Ruby,1,40.14737268518518,5.0
google/blockly,https://github.com/google/blockly,13117,TypeScript,1,120.15314814814815,1.0
rook/rook,https://github.com/rook/rook,13057,Go,1,6.926921296296296,3.0
dotnet/AspNetCore.Docs,https://github.com/dotnet/AspNetCore.Docs,12993,C#,1,17.802083333333332,4.0
tracel-ai/burn,https://github.com/tracel-ai/burn,12948,Rust,1,81.19336805555555,0.0
stenciljs/core,https://github.com/stenciljs/core,12882,TypeScript,1,609.5610879629629,2.0
Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt,12773,Python,1,9.312685185185185,7.0
gogf/gf,https://github.com/gogf/gf,12757,Go,1,175.08128472222222,9.0
barbajs/barba,https://github.com/barbajs/barba,12727,TypeScript,1,1159.306863425926,26.0
mozilla-mobile/firefox-ios,https://github.com/mozilla-mobile/firefox-ios,12694,Swift,1,18.18346064814815,0.0
dottxt-ai/outlines,https://github.com/dottxt-ai/outlines,12606,Python,1,8.612766203703703,8.0
Automattic/wp-calypso,https://github.com/Automattic/wp-calypso,12569,TypeScript,1,3.9661458333333335,5.0
FreshRSS/FreshRSS,https://github.com/FreshRSS/FreshRSS,12515,PHP,1,41.04679398148148,8.0
qgis/QGIS,https://github.com/qgis/QGIS,12484,C++,1,24.14721064814815,9.0
astral-sh/ty,https://github.com/astral-sh/ty,12445,Python,1,145.09630787037037,1.0
aws/aws-cdk,https://github.com/aws/aws-cdk,12431,TypeScript,1,70.46585648148148,9.0
highcharts/highcharts,https://github.com/highcharts/highcharts,12338,TypeScript,1,2.0267708333333334,3.0
redis/jedis,https://github.com/redis/jedis,12162,Java,1,3711.3465046296296,8.0
element-hq/element-web,https://github.com/element-hq/element-web,12096,TypeScript,1,3.805636574074074,15.0
openwall/john,https://github.com/openwall/john,11994,C,1,4.294814814814814,4.0
matrix-org/synapse,https://github.com/matrix-org/synapse,11950,Python,1,17.40253472222222,3.0
organicmaps/organicmaps,https://github.com/organicmaps/organicmaps,11944,C++,1,35.63424768518519,4.0
Canop/broot,https://github.com/Canop/broot,11908,Rust,1,680.8890856481481,5.0
luanti-org/luanti,https://github.com/luanti-org/luanti,11895,C++,1,2185.691909722222,2.0
earthly/earthly,https://github.com/earthly/earthly,11882,Go,1,495.25138888888887,10.0
opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,11595,Java,1,36.00344907407408,6.0
PaperMC/Paper,https://github.com/PaperMC/Paper,11445,Java,1,38.57609953703704,16.0
WordPress/gutenberg,https://github.com/WordPress/gutenberg,11389,JavaScript,1,125.47159722222223,0.0
quic-go/quic-go,https://github.com/quic-go/quic-go,11007,Go,1,0.04482638888888889,4.0
kubescape/kubescape,https://github.com/kubescape/kubescape,10991,Go,1,196.08515046296296,10.0
explodinggradients/ragas,https://github.com/explodinggradients/ragas,10849,Python,1,0.21810185185185185,14.0
microsoft/STL,https://github.com/microsoft/STL,10797,C++,1,8.667592592592593,4.0
kornia/kornia,https://github.com/kornia/kornia,10763,Python,1,1.8619212962962963,0.0
Chainlit/chainlit,https://github.com/Chainlit/chainlit,10728,TypeScript,1,7.341284722222222,0.0
mockery/mockery,https://github.com/mockery/mockery,10724,PHP,1,165.84269675925927,2.0
open-policy-agent/opa,https://github.com/open-policy-agent/opa,10682,Go,1,91.28721064814815,4.0
numba/numba,https://github.com/numba/numba,10635,Python,1,410.5659259259259,11.0
Automattic/node-canvas,https://github.com/Automattic/node-canvas,10560,JavaScript,1,979.7364930555556,12.0
kedro-org/kedro,https://github.com/kedro-org/kedro,10545,Python,1,7.251331018518519,1.0
huggingface/text-generation-inference,https://github.com/huggingface/text-generation-inference,10527,Python,1,3.404398148148148,9.0
PRQL/prql,https://github.com/PRQL/prql,10470,Rust,1,0.29496527777777776,0.0
rq/rq,https://github.com/rq/rq,10359,Python,1,3.1163194444444446,9.0
tensorzero/tensorzero,https://github.com/tensorzero/tensorzero,10331,Rust,1,1.6438657407407407,0.0
modin-project/modin,https://github.com/modin-project/modin,10284,Python,1,1041.049039351852,10.0
software-mansion/react-native-reanimated,https://github.com/software-mansion/react-native-reanimated,10271,TypeScript,1,1.1151967592592593,16.0
super-linter/super-linter,https://github.com/super-linter/super-linter,10101,Shell,1,200.97116898148147,3.0
betaflight/betaflight,https://github.com/betaflight/betaflight,10010,C,1,16.841527777777777,44.0
mdn/content,https://github.com/mdn/content,9756,Markdown,1,891.4790162037037,0.0
kedacore/keda,https://github.com/kedacore/keda,9481,Go,1,332.0916550925926,3.0
py-pdf/pypdf,https://github.com/py-pdf/pypdf,9429,Python,1,3.4080439814814816,8.0
moby/buildkit,https://github.com/moby/buildkit,9392,Go,1,3.999039351851852,1.0
rerun-io/rerun,https://github.com/rerun-io/rerun,9303,Rust,1,180.36233796296295,2.0
pymc-devs/pymc,https://github.com/pymc-devs/pymc,9262,Python,1,136.63533564814816,4.0
npm/cli,https://github.com/npm/cli,9147,JavaScript,1,66.5632175925926,17.0
phiresky/ripgrep-all,https://github.com/phiresky/ripgrep-all,9117,Rust,1,4.061921296296297,0.0
etcd-io/bbolt,https://github.com/etcd-io/bbolt,9105,Go,1,3.9193171296296296,4.0
spyder-ide/spyder,https://github.com/spyder-ide/spyder,8931,Python,1,504.3664351851852,20.0
mobile-dev-inc/Maestro,https://github.com/mobile-dev-inc/Maestro,8858,Kotlin,1,498.2982523148148,2.0
scylladb/seastar,https://github.com/scylladb/seastar,8854,C++,1,14.966087962962963,0.0
bluesky-social/atproto,https://github.com/bluesky-social/atproto,8777,TypeScript,1,0.7005555555555556,1.0
FyroxEngine/Fyrox,https://github.com/FyroxEngine/Fyrox,8501,Rust,1,718.4289236111111,8.0
TiddlyWiki/TiddlyWiki5,https://github.com/TiddlyWiki/TiddlyWiki5,8414,JavaScript,1,1.0194328703703703,3.0
intel/ipex-llm,https://github.com/intel/ipex-llm,8337,Python,1,4.4475,6.0
tobymao/sqlglot,https://github.com/tobymao/sqlglot,8330,Python,1,0.8043981481481481,2.0
miurla/morphic,https://github.com/miurla/morphic,8168,TypeScript,1,20.071666666666665,13.0
WebAssembly/binaryen,https://github.com/WebAssembly/binaryen,8108,WebAssembly,1,0.6784027777777778,5.0
lightningnetwork/lnd,https://github.com/lightningnetwork/lnd,8031,Go,1,130.9845486111111,6.0
meshery/meshery,https://github.com/meshery/meshery,7857,JavaScript,1,7.880335648148148,3.0
Shopify/react-native-skia,https://github.com/Shopify/react-native-skia,7835,TypeScript,1,452.8326736111111,32.0
paradedb/paradedb,https://github.com/paradedb/paradedb,7786,Rust,1,2.0870949074074074,0.0
OpenCTI-Platform/opencti,https://github.com/OpenCTI-Platform/opencti,7768,TypeScript,1,63.633541666666666,9.0
gruntwork-io/terratest,https://github.com/gruntwork-io/terratest,7768,Go,1,335.43925925925925,3.0
hugsy/gef,https://github.com/hugsy/gef,7759,Python,1,4.423298611111111,4.0
shaka-project/shaka-player,https://github.com/shaka-project/shaka-player,7723,JavaScript,1,0.6964351851851852,1.0
firezone/firezone,https://github.com/firezone/firezone,7656,Elixir,1,3.2188310185185185,2.0
davidjerleke/embla-carousel,https://github.com/davidjerleke/embla-carousel,7613,TypeScript,1,181.8023263888889,29.0
sweepai/sweep,https://github.com/sweepai/sweep,7595,Jupyter Notebook,1,0.010162037037037037,1.0
sindresorhus/execa,https://github.com/sindresorhus/execa,7278,JavaScript,1,1.8580902777777777,0.0
Sequel-Ace/Sequel-Ace,https://github.com/Sequel-Ace/Sequel-Ace,7142,Objective-C,1,25.856493055555557,44.0
conda/conda,https://github.com/conda/conda,7107,Python,1,20.624479166666667,2.0
AutoMQ/automq,https://github.com/AutoMQ/automq,7073,Java,1,55.74568287037037,9.0
OpenMathLib/OpenBLAS,https://github.com/OpenMathLib/OpenBLAS,6997,C,1,29.860393518518517,29.0
epi052/feroxbuster,https://github.com/epi052/feroxbuster,6985,Rust,1,97.47895833333334,3.0
n0-computer/iroh,https://github.com/n0-computer/iroh,6929,Rust,1,8.219293981481481,0.0
guardicore/monkey,https://github.com/guardicore/monkey,6869,Python,1,5.981909722222222,0.0
endless-sky/endless-sky,https://github.com/endless-sky/endless-sky,6823,C++,1,273.6903472222222,16.0
pypa/hatch,https://github.com/pypa/hatch,6822,Python,1,5.8377893518518515,0.0
pallets/werkzeug,https://github.com/pallets/werkzeug,6791,Python,1,5.118912037037037,6.0
tidyverse/ggplot2,https://github.com/tidyverse/ggplot2,6784,R,1,65.85912037037038,2.0
kata-containers/kata-containers,https://github.com/kata-containers/kata-containers,6767,Rust,1,26.336979166666666,6.0
cosmos/cosmos-sdk,https://github.com/cosmos/cosmos-sdk,6761,Go,1,177.73825231481482,9.0
elementor/elementor,https://github.com/elementor/elementor,6744,PHP,1,1243.1320833333334,93.0
rancher-sandbox/rancher-desktop,https://github.com/rancher-sandbox/rancher-desktop,6698,TypeScript,1,11.99412037037037,10.0
hacs/integration,https://github.com/hacs/integration,6615,Python,1,4.263344907407407,7.0
phoenixframework/phoenix_live_view,https://github.com/phoenixframework/phoenix_live_view,6607,Elixir,1,6.958043981481482,33.0
gpbl/react-day-picker,https://github.com/gpbl/react-day-picker,6588,TypeScript,1,705.665300925926,7.0
flyteorg/flyte,https://github.com/flyteorg/flyte,6509,Go,1,24.526481481481483,3.0
share/sharedb,https://github.com/share/sharedb,6483,JavaScript,1,5.948726851851852,1.0
leanprover/lean4,https://github.com/leanprover/lean4,6449,Lean,1,6.12369212962963,2.0
upspin/upspin,https://github.com/upspin/upspin,6398,Go,1,215.65530092592593,1.0
aptos-labs/aptos-core,https://github.com/aptos-labs/aptos-core,6367,Rust,1,7.402719907407407,0.0
kubevirt/kubevirt,https://github.com/kubevirt/kubevirt,6349,Go,1,533.4631712962963,10.0
django/channels,https://github.com/django/channels,6289,Python,1,2197.9878125,36.0
kif-framework/KIF,https://github.com/kif-framework/KIF,6241,Objective-C,1,14.617662037037038,17.0
cloudquery/cloudquery,https://github.com/cloudquery/cloudquery,6213,Go,1,1.978125,2.0
pixie-io/pixie,https://github.com/pixie-io/pixie,6176,C++,1,7.009618055555555,0.0
oppia/oppia,https://github.com/oppia/oppia,6169,Python,1,1094.513611111111,6.0
spinframework/spin,https://github.com/spinframework/spin,6085,Rust,1,158.19373842592591,9.0
realm/realm-js,https://github.com/realm/realm-js,5941,TypeScript,1,193.11392361111112,5.0
cvxpy/cvxpy,https://github.com/cvxpy/cvxpy,5915,C++,1,0.5718402777777778,0.0
codeigniter4/CodeIgniter4,https://github.com/codeigniter4/CodeIgniter4,5723,PHP,1,4.252534722222222,22.0
lite-xl/lite-xl,https://github.com/lite-xl/lite-xl,5694,Lua,1,30.152280092592594,21.0
cortexproject/cortex,https://github.com/cortexproject/cortex,5674,Go,1,721.4381828703704,5.0
pylint-dev/pylint,https://github.com/pylint-dev/pylint,5568,Python,1,523.8074074074074,24.0
massalabs/massa,https://github.com/massalabs/massa,5567,Rust,1,1.117962962962963,1.0
